record_flag,timestamp,EyeBlink_L,EyeBlink_R,EyeSquint_L,EyeSquint_R,EyeDown_L,EyeDown_R,EyeIn_L,EyeIn_R,EyeOpen_L,EyeOpen_R,EyeOut_L,EyeOut_R,EyeUp_L,EyeUp_R,BrowsD_L,BrowsD_R,BrowsU_C,BrowsU_L,BrowsU_R,JawFwd,JawLeft,JawOpen,JawChew,JawRight,MouthLeft,MouthRight,MouthFrown_L,MouthFrown_R,MouthSmile_L,MouthSmile_R,MouthDimple_L,MouthDimple_R,LipsStretch_L,LipsStretch_R,LipsUpperClose,LipsLowerClose,LipsUpperUp,LipsLowerDown,LipsUpperOpen,LipsLowerOpen,LipsFunnel,LipsPucker,ChinLowerRaise,ChinUpperRaise,Sneer,Puff,CheekSquint_L,CheekSquint_R
4,29702281.1318344,0.590126633644104,0.8642588257789612,0.0,0.0,0.9125906229019165,0.907154381275177,0.023987527936697006,0.22985805571079254,0.0,0.0,0.05572281777858734,0.0,0.0,0.0,0.0054502408020198345,0.0,0.0,0.0,0.0,0.0,0.0,0.02430407516658306,0.0,0.006273232400417328,0.0,0.07192694395780563,0.0,0.0,0.0,0.06390877813100815,0.0,0.016880713403224945,0.0,0.02784949727356434,0.0,0.0,0.0,0.0,0.0,0.0,0.046936437487602234,0.002546457340940833,0.014774891547858715,0.0,0.0,0.0,0.0,0.0
4,29702381.342676032,0.0005717656458728015,0.11558697372674942,0.0,0.0,0.9957812428474426,0.9940308332443237,0.0,0.29612937569618225,0.21804064512252808,0.0,0.10081595927476883,0.0,6.562171980593327e-25,3.024691404957862e-25,0.0021454261150211096,0.005430187098681927,0.0,0.0023284354247152805,0.0,0.0,0.0,0.04496628791093826,0.0008292849524877965,0.006673281081020832,0.0,0.0965239480137825,0.001913458458147943,0.0,0.0,0.10877750813961029,0.0,0.03807384893298149,0.0,0.048677947372198105,0.0,0.0,0.0,0.0,0.0,0.0,0.0886005386710167,0.001002746052108705,0.023052675649523735,0.0,0.0,0.0,0.0,0.0
4,29702414.775676034,0.0,0.030791442841291428,0.06583381444215775,0.0,0.9998390078544617,0.9997507929801941,0.0,0.2894267439842224,0.319529265165329,0.11572994291782379,0.0936347097158432,0.0,0.00010128704889211804,1.5850055234173006e-26,0.000106813880847767,0.002031091833487153,0.0,0.0008712517446838319,0.003527565160766244,0.0,0.0,0.059145737439394,0.0003275999624747783,0.005020085722208023,0.0,0.08275264501571655,0.0007159959059208632,0.0,0.0,0.12961088120937347,0.0,0.06428831815719604,0.0,0.05839589610695839,0.0,0.0,0.0,0.0,0.0,0.0,0.08730565011501312,4.992834510630928e-05,0.024437036365270615,0.0,0.0,0.0,0.0,0.0
4,29702448.208676033,0.0,0.0015007812762632966,0.12989100813865662,0.0,1.0,1.0,0.0,0.26565322279930115,0.44790932536125183,0.4607331156730652,0.07571250945329666,0.0,4.3225147237535566e-05,0.0,0.0,0.00010642132110660896,0.0,4.5654549467144534e-05,0.013051537796854973,0.0,0.0,0.08614982664585114,0.006981879007071257,0.0013262092834338546,0.0,0.02138722501695156,3.751923213712871e-05,0.0,0.0,0.0959923043847084,0.0,0.019536171108484268,0.0,0.11186058819293976,0.0,0.0,0.0,0.0010228664614260197,0.0,0.05123017355799675,0.056388188153505325,0.0,0.006936011835932732,0.0,0.0,0.0,0.0,0.0
4,29702481.640676033,0.0,0.0,0.23200403153896332,0.0,1.0,1.0,0.0,0.2585586607456207,0.6248950958251953,0.5695897340774536,0.06905660778284073,0.0,0.00010241100244456902,0.0,0.0,0.0,0.0016549843130633235,0.007901741191744804,0.028954442590475082,0.0,0.0,0.10097773373126984,0.014112144708633423,0.0003010049113072455,0.0,0.013092427514493465,0.0,0.0,0.0,0.10618376731872559,0.0,0.000980918761342764,0.0,0.19790993630886078,0.0,0.0,0.0,0.0003827615873888135,0.0,0.08399344235658646,0.047673970460891724,0.0,0.00034535530721768737,0.0,0.0,0.0125948591157794,0.0,0.0
4,29702515.073676035,0.0,0.0,0.3062885105609894,0.0,1.0,1.0,0.0,0.25959065556526184,0.6208071708679199,0.4839645028114319,0.07243187725543976,0.0,1.6974348909570836e-05,0.0,0.0,0.0,0.012231054715812206,0.04352277144789696,0.04630293697118759,0.0,0.0,0.10425521433353424,0.015569624491035938,8.824930409900844e-05,0.0,0.006515725515782833,0.0,0.0,0.0,0.12710118293762207,0.0,0.007627618499100208,0.0,0.27651503682136536,0.0,0.0,0.0,2.0057474102941342e-05,0.0,0.07877730578184128,0.0549924299120903,0.0,0.0,0.0,0.0,0.00883292593061924,0.0,0.0
4,29702548.506676033,0.0,0.0,0.22939109802246094,0.0,1.0,1.0,0.0,0.23238366842269897,0.6328144669532776,0.560911238193512,0.04472346231341362,0.0,1.7724692952469923e-05,0.0,0.0,0.0,0.0188578050583601,0.05779409781098366,0.05278784781694412,0.0,0.0,0.10297875851392746,0.015487574972212315,4.6244585973909125e-06,0.0,0.0009918322321027517,0.0,0.0,0.0,0.09420208632946014,0.0,0.0028517241589725018,0.0,0.3414967954158783,0.0,0.0,0.0,0.0,0.0,0.09977314621210098,0.047269243746995926,0.0,0.0,0.0,0.0,0.0017898381920531392,0.0,0.0
4,29702581.93967603,0.0,0.0,0.10771646350622177,0.0,1.0,0.9995445013046265,0.07921914011240005,0.10961482673883438,0.6752466559410095,0.6645470857620239,0.0008883840055204928,0.0,6.381105322361691e-06,0.0,0.0,0.0,0.01159073319286108,0.04437101632356644,0.025699565187096596,0.0,0.0,0.15446437895298004,0.058631256222724915,0.0,0.0,3.964800271205604e-05,0.0,0.0,0.0,0.022311486303806305,0.0,0.0001494023308623582,0.04398004710674286,0.5171673893928528,0.0,0.0,0.0,0.0,0.0,0.16754484176635742,0.022117096930742264,0.0,0.0,0.0,0.0,0.06983256340026855,0.0,0.0
4,29702615.37167603,0.0,0.0,0.08236517012119293,0.0,0.9834117889404297,0.9820314049720764,0.1599767506122589,0.02256801538169384,0.6491525769233704,0.7037407755851746,0.0,0.0054249814711511135,1.9172664906363934e-05,0.0,0.0,0.0,0.017566358670592308,0.02762085199356079,0.03166930004954338,0.0,0.0,0.20429566502571106,0.12626884877681732,0.0,0.0,0.0,0.0,0.0,0.0,0.0010672728531062603,0.0,0.0,0.11968132853507996,0.5327103734016418,0.0,0.0,0.0,0.0,0.0,0.1345430314540863,0.0042368643917143345,0.0,0.0029292588587850332,0.0,0.0,0.1210986003279686,0.0,0.0
4,29702648.804676034,0.0,0.0,0.021400250494480133,0.0,0.9487400650978088,0.9472982287406921,0.2246965914964676,0.0010699130361899734,0.5655999779701233,0.7028337121009827,0.0,0.04766615107655525,1.3951408618595451e-05,0.0,0.0,0.0,0.022176509723067284,0.023495808243751526,0.03981787711381912,0.0,0.0,0.19167710840702057,0.1867588758468628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1328718513250351,0.4858994483947754,0.0,0.0,0.0,0.0,0.0,0.15366104245185852,0.004898393526673317,0.0,0.0010960126528516412,0.0,0.0,0.18183787167072296,0.0,0.0
